Period,March 24, 2018 -> Today at 2:59 PM,

,Time,Butler Trail - Crenshaw Bridge PC (Urban Trail)Butler Trail - Crenshaw Bridge PC (Urban Trail),Butler Trail - South Lamar PC (Urban Trail)Butler Trail - South Lamar PC (Urban Trail),Butler Trail - North Congress PC (Urban Trail)Butler Trail - North Congress PC (Urban Trail),Butler Trail - Longhorn Dam PC (Urban Trail)Butler Trail - Longhorn Dam PC (Urban Trail),Butler Trail - Crenshaw Bridge PC (Urban Trail)Channel 1 IN,Butler Trail - South Lamar PC (Urban Trail)Butler Trail (TBD) Pedestrians Eastbound,Butler Trail - North Congress PC (Urban Trail)Butler Trail (TBD) Pedestrians Eastbound,Butler Trail - Longhorn Dam PC (Urban Trail)Channel 1 IN,Butler Trail - Crenshaw Bridge PC (Urban Trail)Channel 2 OUT,Butler Trail - South Lamar PC (Urban Trail)Butler Trail (TBD) Pedestrians Westbound,Butler Trail - North Congress PC (Urban Trail)Butler Trail (TBD) Pedestrians Westbound,Butler Trail - Longhorn Dam PC (Urban Trail)Channel 2 OUT,Butler Trail - Crenshaw Bridge PC (Urban Trail)Channel 3 IN,Butler Trail - South Lamar PC (Urban Trail)Butler Trail (TBD) Cyclists Eastbound,Butler Trail - North Congress PC (Urban Trail)Butler Trail (TBD) Cyclists Eastbound,Butler Trail - Longhorn Dam PC (Urban Trail)Channel 3 IN,Butler Trail - Crenshaw Bridge PC (Urban Trail)Channel 4 OUT,Butler Trail - South Lamar PC (Urban Trail)Butler Trail (TBD) Cyclists Westbound,Butler Trail - North Congress PC (Urban Trail)Butler Trail (TBD) Cyclists Westbound,Butler Trail - Longhorn Dam PC (Urban Trail)Channel 4 OUT,
,Dec 31, 2018 7:00 PM,4,7,26,3,1,6,12,1,3,1,14,2,,,,,,,,,
,Dec 31, 2018 7:15 PM,2,,17,2,,,11,2,1,,2,,,,3,,1,,1,,
,Dec 31, 2018 7:30 PM,2,4,15,1,,2,5,,2,2,8,,,,2,,,,,1,
,Dec 31, 2018 7:45 PM,2,2,20,,1,1,11,,1,,8,,,1,,,,,1,,
,Dec 31, 2018 8:00 PM,2,8,15,,1,6,9,,1,1,6,,,1,,,,,,,
,Dec 31, 2018 8:15 PM,,2,10,4,,1,6,,,,4,4,,1,,,,,,,
,Dec 31, 2018 8:30 PM,2,2,20,3,1,1,10,1,1,1,10,,,,,,,,,2,
,Dec 31, 2018 8:45 PM,3,,10,,1,,2,,2,,8,,,,,,,,,,
,Dec 31, 2018 9:00 PM,12,4,18,1,8,3,6,1,4,1,11,,,,,,,,1,,
,Dec 31, 2018 9:15 PM,1,6,2,1,,3,1,,1,1,,1,,,,,,2,1,,
,Dec 31, 2018 9:30 PM,1,,17,2,,,2,2,1,,13,,,,,,,,2,,
,Dec 31, 2018 9:45 PM,3,6,26,3,,5,5,1,3,,21,,,1,,1,,,,1,
,Dec 31, 2018 10:00 PM,7,2,14,,3,2,2,,4,,12,,,,,,,,,,
,Dec 31, 2018 10:15 PM,5,6,41,4,5,,30,,,4,7,4,,2,3,,,,1,,
,Dec 31, 2018 10:30 PM,2,,5,5,1,,,3,1,,4,1,,,1,,,,,1,
,Dec 31, 2018 10:45 PM,,,1,3,,,1,1,,,,1,,,,,,,,1,
,Dec 31, 2018 11:00 PM,3,1,5,,,,1,,2,1,4,,,,,,1,,,,
,Dec 31, 2018 11:15 PM,1,2,14,,1,1,6,,,1,8,,,,,,,,,,
,Dec 31, 2018 11:30 PM,,1,12,,,1,5,,,,6,,,,,,,,1,,
,Dec 31, 2018 11:45 PM,2,,2,2,1,,1,,1,,1,2,,,,,,,,,
,Jan 1, 2019 12:00 AM,2,,1,5,1,,,2,1,,1,3,,,,,,,,,
,Jan 1, 2019 12:15 AM,6,,6,1,3,,4,,2,,1,1,1,,,,,,1,,
,Jan 1, 2019 12:30 AM,3,1,17,1,1,1,10,,1,,7,,,,,1,1,,,,
,Jan 1, 2019 12:45 AM,,,9,1,,,7,,,,2,1,,,,,,,,,
,Jan 1, 2019 1:00 AM,,1,13,2,,,4,,,1,8,2,,,1,,,,,,
,Jan 1, 2019 1:15 AM,1,,1,5,1,,,,,,1,5,,,,,,,,,
,Jan 1, 2019 1:30 AM,,,6,2,,,1,,,,5,2,,,,,,,,,
,Jan 1, 2019 1:45 AM,,,4,,,,2,,,,2,,,,,,,,,,
,Jan 1, 2019 2:00 AM,,,7,1,,,5,,,,2,1,,,,,,,,,
,Jan 1, 2019 2:15 AM,,,45,1,,,24,,,,21,1,,,,,,,,,
,Jan 1, 2019 2:30 AM,1,3,6,3,,,,,1,3,6,1,,,,,,,,2,
,Jan 1, 2019 2:45 AM,,,15,,,,10,,,,5,,,,,,,,,,
,Jan 1, 2019 3:00 AM,,1,11,1,,,4,,,1,7,1,,,,,,,,,
,Jan 1, 2019 3:15 AM,1,,29,,1,,15,,,,14,,,,,,,,,,
,Jan 1, 2019 3:30 AM,,,13,,,,5,,,,8,,,,,,,,,,
,Jan 1, 2019 3:45 AM,,,5,2,,,3,1,,,2,,,,,1,,,,,
,Jan 1, 2019 4:00 AM,,1,17,,,1,15,,,,,,,,,,,,2,,
,Jan 1, 2019 4:15 AM,,,,,,,,,,,,,,,,,,,,,
,Jan 1, 2019 4:30 AM,,1,2,2,,,,1,,1,2,1,,,,,,,,,
,Jan 1, 2019 4:45 AM,,2,2,,,1,2,,,1,,,,,,,,,,,
,Jan 1, 2019 5:00 AM,1,1,1,1,,,,,1,1,1,1,,,,,,,,,
,Jan 1, 2019 5:15 AM,,4,,,,3,,,,,,,,1,,,,,,,
,Jan 1, 2019 5:30 AM,3,,2,,,,1,,3,,1,,,,,,,,,,
,Jan 1, 2019 5:45 AM,2,2,2,,1,1,2,,1,1,,,,,,,,,,,
,Jan 1, 2019 6:00 AM,1,,5,1,1,,4,,,,1,1,,,,,,,,,
,Jan 1, 2019 6:15 AM,3,1,6,,1,1,3,,2,,3,,,,,,,,,,
,Jan 1, 2019 6:30 AM,8,1,2,2,2,,1,1,6,1,1,1,,,,,,,,,
,Jan 1, 2019 6:45 AM,5,3,5,1,3,2,1,,2,1,4,1,,,,,,,,,
,Jan 1, 2019 7:00 AM,6,6,3,,1,3,2,,5,3,1,,,,,,,,,,
,Jan 1, 2019 7:15 AM,16,11,10,5,8,8,6,4,8,3,4,1,,,,,,,,,
,Jan 1, 2019 7:30 AM,22,15,17,6,12,8,10,2,10,7,7,3,,,,,,,,1,
,Jan 1, 2019 7:45 AM,21,24,13,8,12,14,6,2,9,10,7,6,,,,,,,,,
,Jan 1, 2019 8:00 AM,25,25,27,6,11,17,17,3,14,6,10,2,,,,,,2,,1,
,Jan 1, 2019 8:15 AM,38,18,30,5,17,11,15,3,21,7,15,1,,,,,,,,1,
,Jan 1, 2019 8:30 AM,45,26,43,4,17,14,17,2,23,12,26,2,3,,,,2,,,,
,Jan 1, 2019 8:45 AM,63,41,35,27,28,21,14,18,33,19,21,8,,1,,1,2,,,,
,Jan 1, 2019 9:00 AM,81,40,42,13,35,22,14,9,44,15,26,4,,3,,,2,,2,,
,Jan 1, 2019 9:15 AM,96,48,50,13,33,30,19,8,60,17,27,5,1,1,1,,2,,3,,
,Jan 1, 2019 9:30 AM,177,103,62,22,33,64,29,5,140,38,27,14,1,1,5,3,3,,1,,
,Jan 1, 2019 9:45 AM,112,79,97,31,60,61,34,11,48,14,57,15,,3,1,1,4,1,5,4,
,Jan 1, 2019 10:00 AM,105,54,98,15,43,37,32,8,59,12,65,4,,4,,3,3,1,1,,
,Jan 1, 2019 10:15 AM,69,53,110,21,30,34,58,10,38,19,47,11,,,,,1,,5,,
,Jan 1, 2019 10:30 AM,103,50,68,10,39,33,29,3,61,17,39,7,2,,,,1,,,,
,Jan 1, 2019 10:45 AM,89,50,59,20,37,25,20,11,50,21,30,9,2,2,7,,,2,2,,
,Jan 1, 2019 11:00 AM,90,59,49,12,32,32,24,7,55,24,24,3,,2,1,,3,1,,2,
,Jan 1, 2019 11:15 AM,110,75,59,26,58,43,21,9,51,28,36,11,1,2,,3,,2,2,3,
,Jan 1, 2019 11:30 AM,86,85,55,12,32,41,29,3,54,41,22,9,,,2,,,3,2,,
,Jan 1, 2019 11:45 AM,108,59,63,20,52,33,22,9,54,22,35,7,1,2,1,3,1,2,5,1,
,Jan 1, 2019 12:00 PM,133,78,80,23,58,52,42,11,65,22,32,7,,4,,2,10,,6,3,
,Jan 1, 2019 12:15 PM,95,53,79,21,47,26,45,10,43,25,31,7,1,2,,2,4,,3,2,
,Jan 1, 2019 12:30 PM,89,67,51,18,38,37,19,11,50,24,23,5,1,2,3,1,,4,6,1,
,Jan 1, 2019 12:45 PM,70,52,57,18,33,20,16,5,32,23,35,5,2,8,1,6,3,1,5,2,
,Jan 1, 2019 1:00 PM,109,73,72,10,43,38,33,4,57,32,30,6,5,1,7,,4,2,2,,
,Jan 1, 2019 1:15 PM,83,66,80,17,39,41,28,9,43,22,36,3,1,,13,2,,3,3,3,
,Jan 1, 2019 1:30 PM,71,76,75,4,35,50,25,3,32,24,35,,1,2,6,1,3,,9,,
,Jan 1, 2019 1:45 PM,83,62,68,15,31,31,40,8,48,15,26,3,3,15,,2,1,1,2,2,
,Jan 1, 2019 2:00 PM,70,73,128,12,28,30,61,3,36,31,59,5,2,7,5,,4,5,3,4,
,Jan 1, 2019 2:15 PM,74,54,62,7,41,26,22,3,26,24,28,1,2,1,2,3,5,3,10,,
,Jan 1, 2019 2:30 PM,110,66,76,14,49,30,41,8,51,25,30,6,3,6,,,7,5,5,,
,Jan 1, 2019 2:45 PM,73,52,55,10,39,23,29,2,30,21,17,5,,4,2,2,4,4,7,1,
,Jan 1, 2019 3:00 PM,70,37,64,5,34,16,36,1,32,16,23,3,1,5,4,1,3,,1,,
,Jan 1, 2019 3:15 PM,89,117,63,18,42,39,34,7,46,76,18,4,,2,9,4,1,,2,3,
,Jan 1, 2019 3:30 PM,69,90,70,11,26,42,27,4,42,46,35,3,,1,7,3,1,1,1,1,
,Jan 1, 2019 3:45 PM,85,50,38,18,42,27,17,6,41,17,13,6,1,2,1,,1,4,7,6,
,Jan 1, 2019 4:00 PM,70,55,64,14,37,29,28,2,28,21,33,8,1,2,2,2,4,3,1,2,
,Jan 1, 2019 4:15 PM,80,48,68,10,29,28,32,2,45,14,28,5,3,3,1,,3,3,7,3,
,Jan 1, 2019 4:30 PM,48,57,61,19,22,36,27,6,24,20,29,9,,,4,3,2,1,1,1,
,Jan 1, 2019 4:45 PM,47,58,66,12,24,28,33,8,22,27,27,4,1,2,3,,,1,3,,
,Jan 1, 2019 5:00 PM,88,38,46,12,48,15,24,7,36,21,21,3,,1,,2,4,1,1,,
,Jan 1, 2019 5:15 PM,39,42,101,5,24,23,67,4,14,18,34,1,,1,,,1,,,,
,Jan 1, 2019 5:30 PM,37,32,32,8,18,16,11,4,17,13,19,3,2,1,2,,,2,,1,
,Jan 1, 2019 5:45 PM,23,28,44,6,11,10,10,2,10,17,31,4,,,2,,2,1,1,,
,Jan 1, 2019 6:00 PM,14,6,25,4,9,3,12,2,3,3,13,1,,,,,2,,,1,
,Jan 1, 2019 6:15 PM,12,2,43,4,6,,22,2,6,2,21,1,,,,,,,,1,
,Jan 1, 2019 6:30 PM,11,4,20,,7,1,10,,4,3,9,,,,1,,,,,,
,Jan 1, 2019 6:45 PM,7,,28,2,4,,19,,3,,9,2,,,,,,,,,
,Jan 1, 2019 7:00 PM,14,1,36,,3,1,23,,11,,10,,,,3,,,,,,
,Jan 1, 2019 7:15 PM,3,1,31,1,2,1,15,,1,,16,1,,,,,,,,,
,Jan 1, 2019 7:30 PM,1,1,27,2,1,,14,1,,1,13,,,,,1,,,,,
,Jan 1, 2019 7:45 PM,2,1,25,2,,,16,1,1,1,9,,,,,,1,,,1,
,Jan 1, 2019 8:00 PM,13,,65,,13,,33,,,,32,,,,,,,,,,
,Jan 1, 2019 8:15 PM,3,2,3,,,1,,,3,,3,,,,,,,1,,,
,Jan 1, 2019 8:30 PM,,,23,,,,11,,,,12,,,,,,,,,,
,Jan 1, 2019 8:45 PM,,,38,1,,,16,1,,,22,,,,,,,,,,
,Jan 1, 2019 9:00 PM,2,,35,1,1,,17,,1,,18,,,,,1,,,,,
,Jan 1, 2019 9:15 PM,1,,28,2,,,16,2,1,,12,,,,,,,,,,
,Jan 1, 2019 9:30 PM,,,8,,,,4,,,,4,,,,,,,,,,
,Jan 1, 2019 9:45 PM,,,17,,,,14,,,,2,,,,,,,,1,,
,Jan 1, 2019 10:00 PM,2,,11,,2,,7,,,,4,,,,,,,,,,
,Jan 1, 2019 10:15 PM,2,,5,,2,,2,,,,3,,,,,,,,,,
,Jan 1, 2019 10:30 PM,,,15,2,,,6,,,,9,,,,,1,,,,1,
,Jan 1, 2019 10:45 PM,1,4,10,,1,1,4,,,1,6,,,1,,,,1,,,
,Jan 1, 2019 11:00 PM,,,7,,,,4,,,,3,,,,,,,,,,
,Jan 1, 2019 11:15 PM,1,2,7,,,,1,,1,,6,,,2,,,,,,,
,Jan 1, 2019 11:30 PM,,,,,,,,,,,,,,,,,,,,,
,Jan 1, 2019 11:45 PM,1,,13,,,,6,,1,,7,,,,,,,,,,
,Jan 2, 2019 12:00 AM,1,,6,,1,,5,,,,1,,,,,,,,,,
,Jan 2, 2019 12:15 AM,,,9,,,,5,,,,4,,,,,,,,,,
,Jan 2, 2019 12:30 AM,,,4,1,,,4,1,,,,,,,,,,,,,
,Jan 2, 2019 12:45 AM,,,7,,,,2,,,,5,,,,,,,,,,
,Jan 2, 2019 1:00 AM,,,7,,,,2,,,,5,,,,,,,,,,
,Jan 2, 2019 1:15 AM,,,3,1,,,2,,,,1,1,,,,,,,,,
,Jan 2, 2019 1:30 AM,,,22,,,,5,,,,17,,,,,,,,,,
,Jan 2, 2019 1:45 AM,,,38,,,,25,,,,13,,,,,,,,,,
,Jan 2, 2019 2:00 AM,,,77,,,,66,,,,11,,,,,,,,,,
,Jan 2, 2019 2:15 AM,,,,,,,,,,,,,,,,,,,,,
,Jan 2, 2019 2:30 AM,,,1,1,,,,,,,1,,,,,1,,,,,
,Jan 2, 2019 2:45 AM,,,7,,,,6,,,,,,,,,,,,1,,
,Jan 2, 2019 3:00 AM,,,,,,,,,,,,,,,,,,,,,
,Jan 2, 2019 3:15 AM,,,8,,,,7,,,,1,,,,,,,,,,
,Jan 2, 2019 3:30 AM,1,,,,,,,,1,,,,,,,,,,,,
,Jan 2, 2019 3:45 AM,,1,2,,,,2,,,,,,,1,,,,,,,
,Jan 2, 2019 4:00 AM,,,,,,,,,,,,,,,,,,,,,
,Jan 2, 2019 4:15 AM,,,,,,,,,,,,,,,,,,,,,
,Jan 2, 2019 4:30 AM,,,,,,,,,,,,,,,,,,,,,
,Jan 2, 2019 4:45 AM,,,,,,,,,,,,,,,,,,,,,
,Jan 2, 2019 5:00 AM,,,,,,,,,,,,,,,,,,,,,
,Jan 2, 2019 5:15 AM,2,,,,,,,,2,,,,,,,,,,,,
,Jan 2, 2019 5:30 AM,,2,,,,1,,,,1,,,,,,,,,,,
,Jan 2, 2019 5:45 AM,4,4,,,3,4,,,1,,,,,,,,,,,,
,Jan 2, 2019 6:00 AM,,1,3,,,,3,,,1,,,,,,,,,,,
,Jan 2, 2019 6:15 AM,4,,2,,2,,2,,2,,,,,,,,,,,,
,Jan 2, 2019 6:30 AM,3,1,4,1,,1,2,,3,,2,1,,,,,,,,,
,Jan 2, 2019 6:45 AM,5,2,3,5,3,2,3,,2,,,5,,,,,,,,,
,Jan 2, 2019 7:00 AM,2,1,3,1,1,,3,,1,1,,1,,,,,,,,,
,Jan 2, 2019 7:15 AM,7,2,8,,3,2,4,,4,,3,,,,1,,,,,,
,Jan 2, 2019 7:30 AM,1,6,2,2,,3,1,,1,3,1,2,,,,,,,,,
,Jan 2, 2019 7:45 AM,15,5,4,1,7,2,4,1,7,3,,,1,,,,,,,,
,Jan 2, 2019 8:00 AM,6,5,10,1,4,4,5,1,2,1,5,,,,,,,,,,
,Jan 2, 2019 8:15 AM,6,2,6,4,4,2,2,4,2,,4,,,,,,,,,,
,Jan 2, 2019 8:30 AM,1,,5,1,,,2,,1,,2,1,,,,,,,1,,
,Jan 2, 2019 8:45 AM,4,,6,,1,,2,,2,,4,,,,,,1,,,,
,Jan 2, 2019 9:00 AM,10,2,5,1,4,,2,,5,2,3,1,1,,,,,,,,
,Jan 2, 2019 9:15 AM,2,4,1,,1,2,1,,,2,,,1,,,,,,,,
,Jan 2, 2019 9:30 AM,5,,4,1,3,,1,1,2,,2,,,,,,,,1,,
,Jan 2, 2019 9:45 AM,3,2,2,4,,2,,2,3,,2,2,,,,,,,,,
,Jan 2, 2019 10:00 AM,2,3,2,1,,3,1,1,1,,1,,1,,,,,,,,
,Jan 2, 2019 10:15 AM,5,2,,2,1,1,,,4,1,,2,,,,,,,,,
,Jan 2, 2019 10:30 AM,6,2,2,2,1,1,1,2,5,1,,,,,1,,,,,,
,Jan 2, 2019 10:45 AM,1,7,4,,1,5,1,,,2,3,,,,,,,,,,
,Jan 2, 2019 11:00 AM,15,2,2,1,8,1,,1,7,1,2,,,,,,,,,,
,Jan 2, 2019 11:15 AM,4,3,3,,1,2,1,,3,1,2,,,,,,,,,,
,Jan 2, 2019 11:30 AM,8,2,3,2,3,1,2,1,3,1,1,,2,,,,,,,1,
,Jan 2, 2019 11:45 AM,2,2,4,,1,1,2,,1,1,2,,,,,,,,,,
,Jan 2, 2019 12:00 PM,1,2,1,1,,2,,,1,,1,1,,,,,,,,,
,Jan 2, 2019 12:15 PM,3,1,1,1,,1,,,3,,1,1,,,,,,,,,
,Jan 2, 2019 12:30 PM,1,,2,2,,,,2,1,,2,,,,,,,,,,
,Jan 2, 2019 12:45 PM,2,,,,,,,,2,,,,,,,,,,,,
,Jan 2, 2019 1:00 PM,1,4,6,,,2,3,,1,1,3,,,1,,,,,,,
,Jan 2, 2019 1:15 PM,1,1,1,,1,1,,,,,1,,,,,,,,,,
,Jan 2, 2019 1:30 PM,1,,2,3,,,1,,1,,1,2,,,,,,,,1,
,Jan 2, 2019 1:45 PM,1,2,5,,,1,2,,1,1,3,,,,,,,,,,
,Jan 2, 2019 2:00 PM,2,1,,,1,,,,1,1,,,,,,,,,,,
,Jan 2, 2019 2:15 PM,11,,3,,5,,2,,6,,1,,,,,,,,,,
,Jan 2, 2019 2:30 PM,15,2,3,1,7,2,3,,8,,,1,,,,,,,,,
,Jan 2, 2019 2:45 PM,2,,,1,1,,,,1,,,1,,,,,,,,,
,Jan 2, 2019 3:00 PM,1,2,1,,1,1,,,,1,1,,,,,,,,,,
,Jan 2, 2019 3:15 PM,2,1,6,,1,,1,,1,1,4,,,,,,,,1,,
,Jan 2, 2019 3:30 PM,1,,2,1,1,,2,,,,,1,,,,,,,,,
,Jan 2, 2019 3:45 PM,1,,1,,1,,,,,,1,,,,,,,,,,
,Jan 2, 2019 4:00 PM,1,,1,,1,,1,,,,,,,,,,,,,,
,Jan 2, 2019 4:15 PM,1,4,1,,,2,,,1,2,1,,,,,,,,,,
,Jan 2, 2019 4:30 PM,5,,,,3,,,,2,,,,,,,,,,,,
,Jan 2, 2019 4:45 PM,4,3,1,1,1,2,,1,3,1,1,,,,,,,,,,
,Jan 2, 2019 5:00 PM,1,,3,,1,,2,,,,1,,,,,,,,,,
,Jan 2, 2019 5:15 PM,1,2,2,3,,2,,,1,,1,3,,,,,,,1,,
,Jan 2, 2019 5:30 PM,2,2,2,2,1,1,,,1,1,2,2,,,,,,,,,
,Jan 2, 2019 5:45 PM,6,,1,1,2,,,,4,,1,1,,,,,,,,,
,Jan 2, 2019 6:00 PM,2,1,3,,1,1,1,,1,,1,,,,1,,,,,,
,Jan 2, 2019 6:15 PM,1,1,,,,1,,,,,,,1,,,,,,,,
,Jan 2, 2019 6:30 PM,2,1,,1,,,,,2,1,,1,,,,,,,,,
,Jan 2, 2019 6:45 PM,1,,1,,1,,1,,,,,,,,,,,,,,
,Jan 2, 2019 7:00 PM,3,,,,2,,,,1,,,,,,,,,,,,
,Jan 2, 2019 7:15 PM,4,1,,,2,,,,2,1,,,,,,,,,,,
,Jan 2, 2019 7:30 PM,2,,1,,1,,1,,1,,,,,,,,,,,,
,Jan 2, 2019 7:45 PM,4,,,,2,,,,2,,,,,,,,,,,,
,Jan 2, 2019 8:00 PM,2,,,1,1,,,1,1,,,,,,,,,,,,
,Jan 2, 2019 8:15 PM,5,,,,4,,,,1,,,,,,,,,,,,
,Jan 2, 2019 8:30 PM,1,,,,,,,,1,,,,,,,,,,,,
,Jan 2, 2019 8:45 PM,,,2,,,,1,,,,1,,,,,,,,,,
,Jan 2, 2019 9:00 PM,,,,,,,,,,,,,,,,,,,,,
,Jan 2, 2019 9:15 PM,3,,,,1,,,,2,,,,,,,,,,,,
,Jan 2, 2019 9:30 PM,,,,,,,,,,,,,,,,,,,,,
,Jan 2, 2019 9:45 PM,,,,,,,,,,,,,,,,,,,,,
,Jan 2, 2019 10:00 PM,,,,,,,,,,,,,,,,,,,,,
,Jan 2, 2019 10:15 PM,2,,,,2,,,,,,,,,,,,,,,,
,Jan 2, 2019 10:30 PM,,,,,,,,,,,,,,,,,,,,,
,Jan 2, 2019 10:45 PM,,,,1,,,,1,,,,,,,,,,,,,
,Jan 2, 2019 11:00 PM,,,,,,,,,,,,,,,,,,,,,
,Jan 2, 2019 11:15 PM,,,1,,,,,,,,1,,,,,,,,,,
,Jan 2, 2019 11:30 PM,,,,,,,,,,,,,,,,,,,,,
,Jan 2, 2019 11:45 PM,,,,,,,,,,,,,,,,,,,,,
,Jan 3, 2019 12:00 AM,,1,,,,1,,,,,,,,,,,,,,,
,Jan 3, 2019 12:15 AM,,,,1,,,,1,,,,,,,,,,,,,
,Jan 3, 2019 12:30 AM,,,,1,,,,1,,,,,,,,,,,,,
,Jan 3, 2019 12:45 AM,,,1,,,,,,,,,,,,,,,,1,,
,Jan 3, 2019 1:00 AM,,,,,,,,,,,,,,,,,,,,,
,Jan 3, 2019 1:15 AM,,,,,,,,,,,,,,,,,,,,,
,Jan 3, 2019 1:30 AM,,,1,,,,,,,,,,,,1,,,,,,
,Jan 3, 2019 1:45 AM,2,,,,,,,,2,,,,,,,,,,,,
,Jan 3, 2019 2:00 AM,,1,,,,,,,,,,,,1,,,,,,,
,Jan 3, 2019 2:15 AM,,,,,,,,,,,,,,,,,,,,,
,Jan 3, 2019 2:30 AM,,,,,,,,,,,,,,,,,,,,,
,Jan 3, 2019 2:45 AM,,,,,,,,,,,,,,,,,,,,,
,Jan 3, 2019 3:00 AM,,,,,,,,,,,,,,,,,,,,,
,Jan 3, 2019 3:15 AM,,,,,,,,,,,,,,,,,,,,,
,Jan 3, 2019 3:30 AM,,,,,,,,,,,,,,,,,,,,,
,Jan 3, 2019 3:45 AM,,,,,,,,,,,,,,,,,,,,,
,Jan 3, 2019 4:00 AM,,,,,,,,,,,,,,,,,,,,,
,Jan 3, 2019 4:15 AM,,,,,,,,,,,,,,,,,,,,,
,Jan 3, 2019 4:30 AM,,,,,,,,,,,,,,,,,,,,,
,Jan 3, 2019 4:45 AM,1,1,,,,1,,,1,,,,,,,,,,,,
,Jan 3, 2019 5:00 AM,1,1,,,,1,,,1,,,,,,,,,,,,
,Jan 3, 2019 5:15 AM,7,2,,,3,1,,,4,1,,,,,,,,,,,
,Jan 3, 2019 5:30 AM,1,1,1,2,,1,1,2,1,,,,,,,,,,,,
,Jan 3, 2019 5:45 AM,2,1,1,,,,1,,2,1,,,,,,,,,,,
,Jan 3, 2019 6:00 AM,2,3,3,7,2,2,2,5,,1,1,2,,,,,,,,,
,Jan 3, 2019 6:15 AM,3,,5,,,,1,,3,,4,,,,,,,,,,
,Jan 3, 2019 6:30 AM,3,3,5,2,1,1,1,,2,2,3,2,,,,,,,1,,
,Jan 3, 2019 6:45 AM,7,3,8,,5,3,4,,2,,4,,,,,,,,,,
,Jan 3, 2019 7:00 AM,1,7,4,1,,5,,1,1,2,4,,,,,,,,,,
,Jan 3, 2019 7:15 AM,4,4,8,7,3,2,5,6,1,2,3,1,,,,,,,,,
,Jan 3, 2019 7:30 AM,12,9,8,2,4,4,3,1,8,4,5,1,,1,,,,,,,
,Jan 3, 2019 7:45 AM,16,9,6,3,8,4,4,2,7,5,1,1,,,,,1,,1,,
,Jan 3, 2019 8:00 AM,17,11,8,3,12,7,4,2,5,4,4,1,,,,,,,,,
,Jan 3, 2019 8:15 AM,18,4,18,3,9,1,11,1,7,3,6,2,1,,1,,1,,,,
,Jan 3, 2019 8:30 AM,14,13,8,3,5,7,3,2,9,5,3,1,,1,,,,,2,,
,Jan 3, 2019 8:45 AM,14,7,10,5,8,5,3,1,6,2,6,2,,,,1,,,1,1,
,Jan 3, 2019 9:00 AM,19,6,11,1,7,3,2,,11,3,7,1,1,,,,,,2,,
,Jan 3, 2019 9:15 AM,14,20,8,1,8,11,3,1,6,9,3,,,,,,,,2,,
,Jan 3, 2019 9:30 AM,26,9,14,1,16,6,8,,9,2,4,1,,,,,1,1,2,,
,Jan 3, 2019 9:45 AM,13,7,21,2,8,4,12,1,5,3,8,1,,,1,,,,,,
,Jan 3, 2019 10:00 AM,20,7,15,2,7,4,6,1,12,3,8,1,1,,1,,,,,,
,Jan 3, 2019 10:15 AM,20,13,13,3,6,9,10,1,14,4,3,2,,,,,,,,,
,Jan 3, 2019 10:30 AM,20,22,16,5,10,9,10,5,10,13,5,,,,1,,,,,,
,Jan 3, 2019 10:45 AM,23,8,22,9,10,7,13,5,12,1,9,3,,,,,1,,,1,
,Jan 3, 2019 11:00 AM,21,20,29,5,9,12,14,,11,8,15,4,,,,,1,,,1,
,Jan 3, 2019 11:15 AM,30,12,13,6,15,9,7,5,15,3,5,1,,,1,,,,,,
,Jan 3, 2019 11:30 AM,25,14,28,2,8,10,11,1,16,4,14,1,1,,2,,,,1,,
,Jan 3, 2019 11:45 AM,24,19,31,7,7,10,18,4,17,7,13,2,,2,,,,,,1,
,Jan 3, 2019 12:00 PM,39,20,34,6,17,12,23,2,22,7,11,4,,,,,,1,,,
,Jan 3, 2019 12:15 PM,24,24,23,7,10,11,12,3,14,12,11,2,,,,,,1,,2,
,Jan 3, 2019 12:30 PM,26,19,23,7,10,9,11,3,14,10,10,4,1,,,,1,,2,,
,Jan 3, 2019 12:45 PM,39,30,18,6,18,13,9,3,18,14,9,3,1,2,,,2,1,,,
,Jan 3, 2019 1:00 PM,34,29,51,5,18,10,12,1,15,18,22,4,,1,16,,1,,1,,
,Jan 3, 2019 1:15 PM,31,12,19,14,19,5,9,5,11,7,10,8,,,,1,1,,,,
,Jan 3, 2019 1:30 PM,38,23,46,3,12,13,23,1,16,10,19,,2,,1,2,8,,3,,
,Jan 3, 2019 1:45 PM,30,32,46,4,9,18,33,2,21,6,13,2,,7,,,,1,,,
,Jan 3, 2019 2:00 PM,35,29,46,7,17,15,29,2,15,12,14,1,,2,2,1,3,,1,3,
,Jan 3, 2019 2:15 PM,53,41,24,5,24,26,12,4,27,14,11,1,1,1,,,1,,1,,
,Jan 3, 2019 2:30 PM,51,22,31,11,28,14,18,6,21,7,13,4,1,,,,1,1,,1,
,Jan 3, 2019 2:45 PM,31,52,46,3,12,24,14,1,18,15,19,,1,9,2,1,,4,11,1,
,Jan 3, 2019 3:00 PM,45,39,44,8,21,14,26,4,19,19,14,3,2,4,2,,3,2,2,1,
,Jan 3, 2019 3:15 PM,63,57,50,11,27,32,21,2,31,18,21,3,2,4,3,2,3,3,5,4,
,Jan 3, 2019 3:30 PM,66,45,46,10,27,20,15,4,31,17,21,1,,7,7,1,8,1,3,4,
,Jan 3, 2019 3:45 PM,57,55,40,15,21,23,19,5,34,20,16,6,,9,3,,2,3,2,4,
